ORIG_STATE,DEST_STATE,COMMODITY,MODE,VALUE
NE,NE,Wood,Truck,629
MI,TN,Wood,Air,6977
OH,RI,Grains,Truck,4115
ID,ID,Fertilizers,Truck,254
CA,CA,Grains,Truck,458
NC,NC,Fertilizers,Truck,7014
SC,SC,Wood,Truck,468
NH,PA,Wood,Truck,457
FL,NY,Grains,Truck,11179
VA,NC,Fertilizers,Truck,11772
WV,WV,Fuels,Truck,2963
WI,WI,Fertilizers,Truck,5313
OR,OR,Fertilizers,Truck,2175
IA,OH,Wood,Truck,7123
HI,HI,Fertilizers,Truck,102
CA,CA,Fertilizers,Truck,125
UT,LA,Wood,Truck,56434
NJ,GA,Wood,Truck,16
HI,FL,Grains,Air,19
IN,TX,Wood,Truck,7065
OK,TX,Wood,Truck,639
CT,PA,Wood,Truck,5460
TX,TX,Wood,Truck,28056
NV,WA,Wood,Truck,177
NE,IN,Wood,Truck,728
OR,WA,Wood,Truck,267
NM,TX,Fertilizers,Truck,11830
CO,IA,Wood,Truck,2138
KY,PA,Wood,Truck,1
MD,MD,Wood,Truck,1
IA,IL,Wood,Truck,5452
KY,TN,Fuels,Truck,2070
CA,WA,Wood,Air,1246
KS,UT,Wood,Truck,67972
AK,AK,Fuels,Rail,87227
TX,VA,Wood,Truck,245
NJ,TN,Fertilizers,Truck,243
PA,CT,Wood,Truck,4676
NV,CA,Wood,Truck,12490
MD,MD,Wood,Truck,21296
TN,ME,Wood,Truck,24
FL,FL,Grains,Truck,61
WI,IL,Wood,Truck,49832
IL,IL,Wood,Truck,655
ID,LA,Fertilizers,Rail,173058
CA,CA,Grains,Truck,43732
KY,KY,Fuels,Truck,2991
KY,KY,Fuels,Truck,2804
WV,VA,Wood,Truck,55
IL,KS,Wood,Truck,22539
MI,MI,Wood,Truck,135
IA,IL,Wood,Truck,2151
IA,MO,Fertilizers,Truck,31517
OH,NY,Wood,Truck,4895
CA,CA,Grains,Truck,575
SD,MN,Wood,Truck,1964
IL,MI,Wood,Truck,2221
OR,CA,Grains,Truck,5869
CO,CO,Fuels,Rail,387798
CA,CA,Wood,Air,392
RI,RI,Wood,Truck,27
WV,WV,Fuels,Truck,2787
KS,WA,Fertilizers,Rail,45030
IN,MA,Wood,Truck,935
TX,TX,Fertilizers,Truck,2817
TN,TN,Wood,Truck,2199
IN,OH,Wood,Truck,319
PA,PA,Wood,Truck,25146
OH,OH,Wood,Truck,6385
CA,CA,Wood,Truck,1118
FL,FL,Wood,Truck,1625
CA,CO,Wood,Truck,39
NM,NM,Wood,Truck,61
FL,WI,Grains,Truck,4711
KS,KS,Wood,Truck,33
NJ,NJ,Wood,Truck,15205
CA,MN,Grains,Truck,2525
IN,IN,Wood,Truck,1059
NH,MA,Wood,Truck,3301
OH,IA,Wood,Truck,767
NY,CA,Wood,Air,391
WV,NC,Fuels,Rail,774431
CT,NJ,Wood,Truck,192724
AZ,NJ,Grains,Truck,1263
MN,KS,Wood,Truck,132
PA,PA,Grains,Truck,2449
MI,MI,Grains,Truck,696
WI,WI,Wood,Truck,748
MO,MD,Wood,Truck,1413
CA,CA,Grains,Truck,610
HI,FL,Grains,Air,134
PA,PA,Fuels,Truck,1395
WI,WI,Wood,Truck,1381
VA,VA,Wood,Truck,282
AL,AL,Fuels,Truck,2588
TX,TX,Wood,Truck,96
NC,VA,Grains,Truck,2296767
WY,IL,Fuels,Rail,200815
AR,TX,Wood,Truck,5994
AL,AL,Grains,Truck,1733
OH,MI,Fertilizers,Truck,1810
NY,NY,Wood,Truck,2018
ND,WA,Grains,Rail,61554
IA,IL,Wood,Truck,840
VA,MD,Wood,Truck,38280
NH,NH,Wood,Truck,373
WA,WA,Wood,Truck,8427
AR,NJ,Wood,Air,3
WI,WI,Grains,Truck,3237
VA,VA,Wood,Truck,292
FL,MO,Wood,Truck,1223
ID,KY,Grains,Truck,44312
NC,NC,Wood,Truck,21
WI,WI,Wood,Truck,1065
OH,MI,Wood,Truck,1365
MD,WV,Fuels,Truck,1553
MN,WI,Wood,Truck,48762
PA,MI,Fertilizers,Rail,26783
SC,GA,Grains,Truck,38816
DE,DE,Wood,Truck,1855
GA,FL,Grains,Truck,13842
SC,TX,Grains,Truck,37759
FL,FL,Fertilizers,Truck,7856
WI,WI,Wood,Truck,123
WA,ID,Grains,Truck,834
OH,TN,Wood,Truck,15385
MO,MO,Fertilizers,Truck,5237
ND,ND,Grains,Truck,11413
KS,IL,Wood,Truck,207
CA,TX,Grains,Truck,187
FL,TX,Grains,Truck,168
OR,MO,Grains,Truck,13468
NY,NY,Wood,Truck,6
MI,CO,Wood,Truck,4888
WI,WI,Wood,Truck,32
KS,KS,Grains,Truck,13767
WI,WI,Wood,Truck,826
KY,IN,Grains,Truck,8254
CO,AZ,Wood,Truck,78
NY,NY,Wood,Truck,1146
SD,SD,Wood,Truck,1
OK,OK,Wood,Truck,2129
WI,NJ,Wood,Truck,12065
MO,NY,Wood,Truck,5758
PA,IL,Wood,Truck,28513
CT,MA,Wood,Truck,7533
VA,MD,Wood,Truck,26053
NY,NY,Wood,Truck,1817
IA,MI,Wood,Truck,3293
WA,WA,Wood,Truck,852
KY,KY,Fuels,Truck,959
WA,WA,Wood,Truck,14
NM,NM,Wood,Truck,649
IL,IL,Wood,Truck,36
FL,CO,Grains,Truck,41151
WV,CT,Wood,Truck,618
AL,TN,Wood,Truck,364
IL,IL,Fuels,Truck,955
NY,NJ,Wood,Truck,2993
TX,TX,Wood,Truck,94
ID,CA,Grains,Truck,72828
PA,PA,Fuels,Truck,4941
NE,TX,Grains,Rail,49058
VA,VA,Wood,Truck,713
FL,FL,Fertilizers,Truck,12815
OH,OR,Wood,Truck,16
CA,CA,Wood,Truck,4753
GA,GA,Grains,Truck,29982
WI,TX,Wood,Truck,2559
NJ,TX,Wood,Truck,267
MS,MS,Wood,Truck,342
CA,NV,Grains,Truck,923
MA,IL,Wood,Truck,113
AZ,AZ,Wood,Truck,694
MO,NC,Wood,Truck,1544
WI,WI,Wood,Truck,7047
MI,CA,Wood,Truck,1524
CA,MT,Grains,Truck,1657
VA,GA,Wood,Truck,1122
FL,FL,Fertilizers,Truck,19839
CA,IN,Grains,Truck,809
IL,VA,Wood,Truck,4791
MT,MT,Wood,Truck,9
KY,NY,Wood,Truck,1
KY,MI,Wood,Truck,227
OH,OH,Fuels,Truck,831
CO,CO,Fuels,Truck,982
KS,NY,Wood,Truck,29
IN,FL,Wood,Truck,438
AL,AL,Wood,Truck,69
AZ,MO,Grains,Truck,868
AZ,UT,Grains,Truck,3181
NC,NC,Wood,Truck,1
CA,CA,Wood,Truck,1
HI,CA,Grains,Air,57
OH,WI,Fertilizers,Truck,4299
KS,TX,Fertilizers,Truck,4948
CO,CA,Wood,Truck,11138
NM,NM,Fertilizers,Truck,2847
FL,FL,Wood,Truck,9103
NJ,NY,Fertilizers,Truck,4501
IA,WI,Wood,Truck,464
GA,FL,Wood,Truck,18633
GA,MN,Wood,Truck,23470
MA,WI,Wood,Truck,166
NJ,NY,Grains,Truck,8488
NE,NE,Wood,Truck,270
OH,OH,Fuels,Truck,1617
NH,NH,Grains,Truck,32
PA,VA,Fuels,Truck,4211
IA,IA,Grains,Truck,15162
OR,MI,Grains,Truck,12944
OK,MS,Wood,Truck,3092
CA,CA,Grains,Truck,78308
CA,CA,Fertilizers,Truck,980
WA,CA,Grains,Truck,1406
OH,NE,Wood,Truck,11265
OR,CA,Wood,Truck,38126
MO,ME,Wood,Truck,538
IL,AZ,Fertilizers,Rail,82220
RI,RI,Wood,Truck,85
WY,KS,Fertilizers,Rail,110754
OR,OR,Wood,Truck,15
IL,WI,Wood,Truck,729
UT,MO,Grains,Truck,51
IN,IN,Grains,Truck,14759
VA,NC,Wood,Truck,38496
IL,IN,Grains,Truck,9401
TX,TX,Wood,Truck,1525
NV,CA,Wood,Truck,1498
HI,CO,Grains,Air,87
AL,AL,Fuels,Truck,1904
KS,MO,Grains,Truck,2267
NC,NC,Wood,Truck,7669
IN,CA,Wood,Truck,639
MI,TN,Wood,Truck,61
CA,CA,Wood,Truck,2924
KY,TX,Wood,Truck,20543
NC,NC,Wood,Truck,1171
OH,NC,Wood,Truck,16
NJ,NJ,Wood,Truck,4
OR,OR,Wood,Truck,144
WY,WY,Wood,Truck,64
CA,IA,Wood,Truck,10264
OH,CT,Fertilizers,Truck,9353
CA,CT,Wood,Truck,3423
AL,AL,Fuels,Truck,1847
FL,FL,Wood,Truck,7030
MO,IA,Wood,Truck,514
KS,KS,Grains,Truck,15313
NC,GA,Wood,Truck,4791
WI,WI,Wood,Truck,442
KS,KS,Fertilizers,Truck,12351
MA,MI,Wood,Air,3741
AK,AK,Wood,Truck,303
CA,CA,Grains,Truck,65222
KS,KS,Wood,Truck,94
VA,VA,Wood,Truck,22840
VA,TN,Fuels,Rail,140545
KY,KY,Fuels,Truck,11566
IN,IN,Grains,Truck,15012
CA,TX,Wood,Truck,2316
CA,IL,Grains,Truck,7772
OH,OH,Wood,Truck,749
WI,IL,Wood,Truck,14320
FL,NY,Grains,Truck,2952
TX,TX,Wood,Truck,646
TX,IN,Wood,Truck,8518
CA,OH,Grains,Truck,46788
CO,CO,Wood,Truck,439
TX,AZ,Fertilizers,Truck,9284
OR,OR,Wood,Truck,484
PA,MA,Wood,Truck,176
LA,IL,Fertilizers,Rail,77027
SC,SC,Wood,Truck,4489
MN,TN,Wood,Truck,15835
OH,MI,Wood,Truck,1929
WA,WA,Fertilizers,Truck,11342
KS,KS,Grains,Truck,96
NE,NE,Fertilizers,Truck,4568
WA,WA,Wood,Truck,608
WI,IL,Wood,Truck,140838
MN,MT,Wood,Truck,89
GA,AL,Grains,Truck,10850
IN,IN,Grains,Truck,16014
IA,IA,Fertilizers,Truck,21303
NE,NE,Wood,Truck,40
MN,WA,Grains,Rail,57194
KS,MO,Wood,Truck,50047
MA,MA,Wood,Truck,168
OH,OH,Fuels,Truck,981
VA,VA,Wood,Truck,62006
MO,MO,Fertilizers,Truck,14472
TX,TX,Wood,Truck,8362
TX,NY,Wood,Truck,718
IA,NY,Wood,Truck,15785
NV,CA,Grains,Truck,29385
NE,MS,Wood,Truck,865
OH,OH,Wood,Truck,106
NY,NY,Wood,Truck,4269
GA,MO,Wood,Truck,301010
AL,TN,Fertilizers,Truck,8191
IN,VA,Wood,Air,14
MI,CO,Grains,Truck,13076
SC,SC,Grains,Truck,11868
PA,DE,Wood,Truck,1
NY,NY,Wood,Truck,12
MO,MO,Wood,Truck,3194
OR,OR,Wood,Truck,32
FL,FL,Grains,Truck,43498
PA,IN,Fuels,Truck,4656
NY,ME,Wood,Truck,553
WV,VA,Fuels,Rail,793041
AL,GA,Grains,Truck,1681
MO,OH,Wood,Truck,950
FL,WI,Grains,Truck,11006
CT,NY,Wood,Truck,300
IL,KS,Fertilizers,Truck,17384
CA,CA,Fertilizers,Truck,8177
WI,NC,Wood,Truck,2884
DE,DE,Wood,Truck,81
PA,PA,Grains,Truck,75
KS,MO,Wood,Truck,1053
MN,TN,Grains,Truck,26330
UT,ID,Wood,Truck,415
VA,MD,Fuels,Rail,1937605
MI,TN,Wood,Truck,2577
VA,TN,Wood,Truck,1023
CA,CA,Wood,Truck,1280
IN,IN,Grains,Truck,12721
WI,IL,Wood,Truck,85922
OR,OR,Fertilizers,Truck,1628
CA,CA,Grains,Truck,9390
IL,PA,Wood,Truck,6207
IN,IN,Fuels,Truck,1140
NY,FL,Wood,Air,12546
WV,WV,Fuels,Truck,3049
NM,TX,Fertilizers,Truck,12115
NC,NY,Grains,Truck,39231
OH,OH,Fuels,Truck,1123
VA,VA,Wood,Truck,2549
OK,MN,Wood,Truck,10059
IL,KY,Fertilizers,Truck,14846
PA,GA,Wood,Truck,41337
AZ,MA,Wood,Air,706
NC,NC,Wood,Truck,121
MD,MD,Fuels,Truck,698
MO,PA,Wood,Truck,54999
UT,UT,Fuels,Truck,4303
IN,IN,Wood,Truck,1004
CA,FL,Grains,Truck,22565
TX,TX,Wood,Truck,899
UT,MN,Fertilizers,Truck,15951
NE,NE,Wood,Truck,67
TX,TX,Wood,Truck,2
WA,WA,Wood,Truck,757743
AK,AK,Wood,Truck,1864
WA,WA,Fertilizers,Truck,14785
IN,IN,Fuels,Truck,959
VA,NJ,Wood,Truck,924
NY,CA,Wood,Truck,4935
KY,IA,Wood,Truck,1
KS,OH,Fertilizers,Rail,19997
OH,KY,Wood,Truck,8886
VA,VA,Wood,Truck,37
MI,CA,Wood,Truck,2731
ME,ME,Wood,Truck,9
WV,NC,Fuels,Rail,950684
NC,WA,Wood,Truck,44891
IL,MT,Fertilizers,Truck,21927
AR,IA,Grains,Truck,9363
WI,OH,Wood,Air,47
IL,IL,Grains,Truck,638
FL,OH,Grains,Truck,666
WY,WY,Fuels,Rail,190584
CA,CA,Wood,Truck,595
MD,MD,Wood,Truck,4
TN,FL,Wood,Truck,117
MI,IL,Wood,Truck,374
OH,OH,Fertilizers,Truck,22730
CT,CT,Wood,Truck,1780
MI,GA,Wood,Truck,319
WA,FL,Grains,Truck,7784
GA,GA,Fertilizers,Truck,5519
OR,CO,Fertilizers,Truck,1309
NJ,NC,Wood,Truck,1782
NY,VA,Wood,Truck,271
CA,CA,Wood,Truck,23
NC,FL,Wood,Truck,8783
AZ,NY,Grains,Truck,12545
IL,IL,Wood,Truck,134
NM,TX,Fertilizers,Truck,12323
CA,CA,Wood,Truck,12
NV,WA,Wood,Truck,5813
TX,TX,Wood,Truck,387
WI,HI,Wood,Air,4
TN,PA,Wood,Truck,595
CA,FL,Grains,Truck,1561
AL,GA,Grains,Truck,1580
NY,NY,Wood,Truck,1621
MS,MS,Fertilizers,Truck,10636
NJ,MD,Wood,Air,124
GA,AL,Wood,Truck,349
IN,IN,Fuels,Truck,1995
NM,NM,Fertilizers,Truck,9483
WI,WI,Wood,Truck,295
IL,NY,Wood,Truck,1476
CA,CA,Grains,Truck,3310
CA,CA,Grains,Truck,7283
TX,TX,Wood,Truck,89
AL,SC,Fertilizers,Truck,7117
IN,IN,Wood,Truck,2
NE,IA,Wood,Truck,25495
FL,FL,Wood,Truck,1568
NY,OR,Wood,Truck,104
FL,WY,Grains,Truck,6028
FL,TN,Wood,Truck,67200
IN,IN,Fuels,Truck,856
MN,IN,Wood,Truck,110
PA,NV,Wood,Truck,5286
CT,PA,Wood,Truck,265
WI,PA,Wood,Truck,5010
KY,KY,Wood,Truck,5144
GA,PA,Grains,Rail,135282
IL,IL,Wood,Truck,61504
CA,CA,Wood,Truck,67
FL,GA,Wood,Truck,1164
MT,MN,Fuels,Rail,197096
TN,TN,Fertilizers,Truck,9345
UT,UT,Fuels,Truck,1150
IL,VT,Wood,Truck,2031
CA,PA,Wood,Truck,1476
IL,CO,Wood,Truck,19108
TX,TX,Wood,Truck,17772
CA,TX,Grains,Truck,18977
KY,IL,Wood,Truck,2027
WI,WI,Wood,Truck,209
NJ,IL,Wood,Truck,357
PA,DC,Wood,Truck,33
TX,TX,Wood,Truck,48
TX,MN,Wood,Truck,13377
IN,IN,Wood,Truck,533
AZ,AZ,Grains,Truck,715
NJ,NC,Wood,Truck,11412
VA,VA,Wood,Truck,3513
PA,CO,Fertilizers,Truck,27423
IN,IN,Grains,Truck,15049
DE,DE,Wood,Truck,13
AR,MO,Wood,Truck,4920
IN,IN,Fuels,Truck,893
WI,WI,Wood,Truck,2342
NY,CA,Wood,Truck,412
NY,TX,Wood,Truck,1
NV,NV,Wood,Truck,51
KY,IN,Grains,Truck,8186
NC,VA,Fertilizers,Truck,2979
GA,GA,Wood,Truck,15538
OK,IL,Fertilizers,Rail,15308
TN,TN,Grains,Truck,47
WI,WI,Wood,Truck,2700
OK,KS,Fertilizers,Truck,12324
IL,IN,Fuels,Rail,804
OH,OH,Wood,Air,16
NM,IL,Fertilizers,Truck,11676
WI,IN,Wood,Truck,32291
IN,CA,Wood,Truck,5948
OH,CT,Wood,Truck,16
SC,SC,Wood,Truck,7105
CT,CT,Wood,Truck,21968
IL,IL,Wood,Truck,123177
NV,CA,Wood,Truck,4152
ID,MA,Grains,Truck,18577
OR,IN,Grains,Truck,32295
PA,NY,Wood,Truck,918
WY,TX,Fuels,Rail,169316
PA,NY,Wood,Truck,13
IA,IA,Fertilizers,Truck,15136
TX,NE,Wood,Truck,22
IL,MI,Wood,Truck,4091
OH,OH,Fuels,Truck,1203
NV,NV,Wood,Truck,5404
MN,MN,Grains,Truck,12946
NC,NC,Wood,Truck,1
UT,UT,Fertilizers,Truck,5222
IL,CA,Wood,Truck,4369
NJ,MA,Wood,Truck,1852
KY,OH,Grains,Truck,17409
WA,IL,Grains,Truck,9311
CA,CA,Wood,Truck,815
KS,MO,Wood,Truck,2129
WA,AL,Grains,Truck,714
PA,PA,Grains,Truck,885
WA,WA,Wood,Truck,33
MO,WA,Wood,Truck,2261
WY,WY,Wood,Truck,45
WA,AR,Grains,Truck,3407
FL,NY,Wood,Truck,175
FL,AL,Wood,Truck,19163
CO,CO,Wood,Truck,28
KS,TX,Wood,Truck,4256
AZ,CA,Grains,Truck,2236
CA,CA,Grains,Truck,18708
FL,FL,Grains,Truck,958
VA,NV,Wood,Truck,3295
IL,IL,Grains,Truck,14176
TN,ME,Wood,Truck,678
NY,OK,Wood,Air,55
PA,IL,Wood,Truck,6977
AZ,NC,Fertilizers,Truck,1749
NY,NY,Grains,Truck,4041
NY,NY,Wood,Truck,37733
ID,MI,Grains,Truck,42167
FL,GA,Wood,Truck,2843
KY,TX,Wood,Truck,40
IL,TN,Wood,Truck,38
NM,NM,Wood,Truck,1437
TN,TN,Wood,Truck,6670
IN,NE,Wood,Truck,18708
GA,AL,Wood,Truck,19163
OR,OR,Fertilizers,Truck,15406
ID,PA,Grains,Truck,5679
CA,CA,Grains,Truck,118810
FL,FL,Wood,Truck,5570
PA,PA,Wood,Truck,108406
MN,MN,Fertilizers,Truck,12277
IL,WY,Wood,Truck,1637
IA,IA,Wood,Truck,2367
WI,TX,Wood,Truck,1193
GA,CA,Wood,Truck,587
IL,TX,Wood,Truck,9032
PA,GA,Wood,Air,160
MN,IN,Wood,Truck,310
KY,KY,Fuels,Truck,18051
IL,MI,Wood,Truck,513
IA,AR,Fertilizers,Truck,12073
TX,TX,Wood,Truck,117
MI,MI,Wood,Truck,5
WI,IA,Wood,Truck,3291
WI,IL,Wood,Truck,2311
AR,AR,Wood,Truck,63
IL,IN,Wood,Truck,14717
MI,FL,Wood,Truck,6849
KY,OH,Wood,Truck,15
NV,CO,Wood,Truck,3407
IL,DE,Wood,Truck,4116
ID,WA,Wood,Truck,1404
WI,NJ,Wood,Truck,2151
TX,NY,Wood,Truck,935
ID,WA,Grains,Truck,9177
LA,MS,Grains,Truck,10767
IL,IL,Grains,Truck,261
FL,FL,Grains,Truck,155
MO,KS,Wood,Truck,14125
ID,TN,Grains,Truck,3181
CA,CA,Grains,Truck,1777
OH,AZ,Wood,Air,365
IN,NC,Wood,Truck,143
KS,KS,Grains,Truck,12499
TX,TX,Grains,Truck,41158
IL,MO,Wood,Truck,2371
IN,IN,Fuels,Truck,1306
ME,MA,Wood,Truck,266
AL,AL,Fuels,Rail,420730
OH,WY,Wood,Truck,3439
NH,NH,Fertilizers,Truck,119
MI,FL,Wood,Truck,9354
IN,IN,Grains,Truck,15733
CA,CA,Grains,Truck,2748
WI,WA,Wood,Truck,421
OH,MI,Wood,Air,11
WY,IA,Fuels,Rail,149888
TX,TX,Wood,Truck,935
AR,NJ,Wood,Truck,3742
VA,VA,Wood,Truck,1118
CA,CA,Fertilizers,Truck,2874
TX,TX,Grains,Truck,32
NC,NC,Wood,Truck,28
MD,MD,Wood,Truck,10
WI,WI,Grains,Truck,8047
OH,OH,Wood,Truck,3124
GA,TX,Wood,Truck,29278
IL,IL,Grains,Truck,231
TX,TX,Wood,Truck,67
TN,AZ,Wood,Truck,2268
OH,IN,Grains,Truck,17245
KY,KY,Fuels,Truck,55638
WI,WI,Wood,Truck,3150
AR,KY,Wood,Truck,63587
IL,IL,Wood,Truck,32412
TN,KY,Grains,Truck,13318
MO,IA,Wood,Truck,35319
OH,OH,Fuels,Truck,1
WI,MI,Grains,Truck,4088
IN,GA,Grains,Truck,13956
NY,MA,Wood,Truck,110
CO,OK,Wood,Truck,1262
IN,IN,Grains,Truck,13096
WI,CA,Grains,Truck,26402
WI,OK,Wood,Truck,6381
NM,IA,Fertilizers,Truck,11315
OH,OH,Fuels,Rail,6208
KY,HI,Wood,Air,5
UT,CA,Wood,Truck,1031
FL,IL,Grains,Truck,13696
NC,NC,Grains,Truck,10511
OH,NY,Wood,Air,19
UT,NM,Grains,Truck,507
CA,GA,Grains,Truck,104768
UT,UT,Fuels,Truck,1451
CA,CA,Wood,Truck,1677
IA,NY,Wood,Truck,5442
NC,NY,Wood,Truck,56955
MN,SC,Wood,Truck,3008
CA,CA,Grains,Truck,3757
CT,TX,Wood,Truck,11090
MI,MT,Wood,Truck,514
SC,SC,Wood,Truck,559
KY,KY,Fuels,Truck,1623
OH,NJ,Fertilizers,Truck,17836
TN,TN,Wood,Truck,2206
TX,NY,Wood,Truck,561
CA,CA,Fertilizers,Truck,2144
AL,MA,Wood,Truck,444
WI,WI,Wood,Truck,119
MD,IL,Wood,Truck,160
KS,KS,Grains,Truck,13170
CT,OK,Wood,Truck,770
NY,NY,Wood,Truck,3214
WI,FL,Wood,Truck,5098
IL,IL,Fuels,Truck,917
TX,TX,Wood,Truck,16838
FL,TX,Grains,Truck,28063
WV,NY,Wood,Truck,376
KY,VA,Wood,Truck,5458
NY,MO,Wood,Truck,317
IA,MN,Grains,Truck,10796
CA,AZ,Wood,Truck,7483
AL,KS,Fertilizers,Truck,2757
VA,VA,Wood,Truck,185
PA,PA,Fuels,Truck,4420
IA,IA,Grains,Truck,2645
IN,IN,Wood,Truck,33
TX,CA,Wood,Air,27
NY,NY,Wood,Truck,18074
NJ,NJ,Wood,Truck,104
OR,CA,Wood,Truck,6
VA,NC,Grains,Truck,133643
NC,AZ,Wood,Truck,2111
IL,IL,Wood,Truck,12439
WY,IA,Fuels,Rail,235404
FL,FL,Wood,Truck,53016
NH,MA,Wood,Truck,1597
SD,SD,Wood,Truck,1
WA,ID,Fertilizers,Truck,9201
NC,NC,Wood,Truck,7717
WY,WY,Wood,Truck,128
CO,CO,Fuels,Truck,1356
MO,MO,Fertilizers,Truck,10399
CA,CA,Fertilizers,Truck,377
TX,TX,Fertilizers,Truck,5986
AZ,CA,Grains,Truck,8138
VT,MA,Wood,Truck,12
OH,IN,Wood,Truck,160
MO,MO,Fertilizers,Truck,14406
TX,TX,Wood,Truck,634
VA,GA,Wood,Truck,6018
SD,SD,Wood,Truck,43
NH,NY,Wood,Air,421
NV,CO,Wood,Truck,4258
IL,KY,Fertilizers,Truck,5989
NY,NY,Wood,Truck,3512
HI,NV,Grains,Air,281
OK,AR,Wood,Truck,1171
CA,OH,Wood,Truck,4798
NE,NE,Grains,Truck,13614
CA,LA,Grains,Truck,93894
IL,IL,Wood,Truck,516
WA,PA,Grains,Truck,9693
KS,KS,Grains,Truck,15968
NJ,TX,Wood,Truck,3255
MO,MO,Fertilizers,Truck,8531
NE,GA,Wood,Truck,5943
IL,IL,Fuels,Truck,987
WI,OH,Wood,Truck,5429
MI,UT,Grains,Truck,3310
CA,MT,Grains,Truck,2504
TN,TN,Wood,Truck,14344
GA,NH,Wood,Truck,24769
TX,TX,Wood,Truck,39
NC,NC,Wood,Truck,73
PA,OH,Wood,Truck,30561
NJ,WI,Fertilizers,Truck,10524
IL,NY,Wood,Truck,5
MD,MD,Wood,Truck,11431
OK,IN,Fertilizers,Rail,12107
TN,MI,Wood,Truck,7390
NV,CA,Wood,Truck,582
SD,MN,Grains,Truck,12160
MN,MN,Grains,Truck,12318
MA,AZ,Grains,Truck,76
NE,NE,Wood,Truck,15
NE,ND,Grains,Truck,20503
WA,OR,Wood,Truck,807
FL,FL,Wood,Truck,5308
IN,IN,Fuels,Truck,1485
ID,AL,Grains,Rail,6215
CA,CA,Fertilizers,Truck,7558
ID,TX,Grains,Truck,1036
WA,WI,Grains,Truck,219
NJ,PA,Wood,Truck,736
OR,VA,Grains,Truck,1190
AK,AK,Wood,Truck,483
TX,TX,Wood,Truck,101
GA,NC,Grains,Truck,27471
IA,IA,Grains,Truck,14957
WY,ID,Fertilizers,Rail,88750
VA,IL,Wood,Truck,16904
MN,MN,Wood,Truck,6
WI,WI,Grains,Truck,13413
IL,IN,Wood,Truck,2088
MT,CA,Wood,Truck,14
MO,MO,Wood,Truck,24135
FL,FL,Fertilizers,Truck,4854
WI,IL,Wood,Truck,33596
OH,OH,Fuels,Truck,1126
IL,IL,Wood,Truck,46
CA,CA,Wood,Truck,361
GA,GA,Grains,Truck,2660
MD,WV,Fuels,Truck,2486
MT,MT,Wood,Truck,140
WI,WI,Wood,Truck,1
WA,WA,Wood,Truck,158
CA,CA,Grains,Truck,147171
AZ,CA,Fertilizers,Truck,5706
VA,VA,Wood,Truck,7118
CA,MO,Wood,Truck,271
GA,OH,Grains,Truck,45775
IL,MN,Wood,Truck,47
IA,IA,Wood,Truck,70
KY,PA,Wood,Truck,17038
CA,CA,Fertilizers,Truck,3155
IA,IA,Grains,Truck,14975
FL,FL,Wood,Truck,3615
MI,MI,Grains,Truck,11412
IL,MO,Fertilizers,Truck,3368
ID,LA,Fertilizers,Rail,171579
CA,CA,Grains,Truck,85162
GA,TX,Grains,Truck,201128
WI,NJ,Wood,Truck,140
ID,CA,Grains,Truck,27109
MI,IL,Grains,Truck,3890
MO,KS,Wood,Truck,904
IA,IA,Wood,Truck,81
ND,ND,Grains,Truck,32106
GA,GA,Grains,Truck,35597
OH,TX,Wood,Truck,585
WI,KY,Wood,Truck,360
WI,OH,Wood,Truck,13644
OH,OH,Wood,Truck,268
NV,NV,Wood,Truck,543
NC,IL,Wood,Truck,461
FL,FL,Wood,Truck,831
TX,TX,Wood,Truck,1123
TN,TX,Wood,Truck,5047
IL,IL,Fuels,Truck,979
IN,IN,Wood,Truck,19
VA,VA,Fertilizers,Truck,9850
PA,NC,Wood,Truck,14369
ID,CO,Grains,Truck,5256
MI,MI,Wood,Truck,167
TX,TX,Fertilizers,Truck,7699
WA,WA,Wood,Truck,92
TX,CA,Wood,Truck,6194
WY,NE,Fuels,Rail,179686
NY,NY,Wood,Truck,4
IA,WI,Wood,Truck,4147
CO,TX,Wood,Truck,5240
WY,OK,Fuels,Rail,180082
MO,MO,Fertilizers,Truck,10697
OH,IL,Wood,Truck,153
NC,NC,Grains,Truck,70
MI,NY,Wood,Truck,25868
CT,NJ,Wood,Truck,1184
OK,CA,Fertilizers,Rail,16578
FL,FL,Wood,Truck,1188
SD,SD,Wood,Truck,1
KS,MO,Wood,Truck,159676
TX,KS,Wood,Truck,16258
CA,UT,Grains,Truck,21471
NC,NY,Wood,Truck,796
PA,NJ,Wood,Truck,1965
TX,NC,Wood,Truck,3742
MN,LA,Grains,Truck,27277
TN,GA,Wood,Truck,304997
OH,OH,Fuels,Truck,1293
OH,OH,Wood,Truck,334
FL,FL,Wood,Truck,1139
IN,IN,Wood,Air,4213
CA,CA,Fertilizers,Truck,429
IL,IL,Wood,Truck,8564
WA,WA,Wood,Truck,727
PA,MD,Wood,Truck,4178
NH,NH,Grains,Truck,27
OK,NE,Fertilizers,Rail,15547
MN,KS,Wood,Truck,132
IN,OH,Fertilizers,Truck,12664
OK,KS,Fertilizers,Truck,13892
IN,PA,Wood,Truck,1604
OH,VT,Wood,Truck,7527
VA,VA,Fertilizers,Truck,8438
NC,MO,Wood,Truck,1922
NY,NY,Wood,Truck,1380
MO,MO,Fertilizers,Truck,12372
CA,MD,Wood,Truck,4958
OH,PA,Wood,Truck,6241
MD,MD,Grains,Truck,10469
